index	Ward	Labor Force	Employment	Unemployment	Rate	Month/year
143	5	"40,911"	"36,696"	"4,215"	10.3	Nov-13
144	5	"40,719"	"36,732"	"3,987"	9.8	Dec-13
145	5	"40,619"	"36,443"	"4,176"	10.3	Jan-14
146	5	"40,932"	"36,651"	"4,281"	10.5	Feb-14
147	5	"40,662"	"36,650"	"4,012"	9.9	Mar-14
148	5	"40,667"	"36,875"	"3,792"	9.3	Apr-14
149	5	"40,667"	"36,922"	"3,745"	9.2	May-14
150	5	"41,612"	"37,418"	"4,194"	10.1	Jun-14
151	5	"42,205"	"37,801"	"4,404"	10.4	Jul-14
152	5	"41,563"	"37,269"	"4,294"	10.3	Aug-14
153	5	"41,694"	"37,496"	"4,198"	10.1	Sep-14
154	5	"41,993"	"37,891"	"4,102"	9.8	Oct-14
155	5	"41,884"	"37,911"	"3,973"	9.5	Nov-14
156	5	"41,706"	"37,855"	"3,851"	9.2	Dec-14
157	5	"41,928"	"37,888"	"4,040"	9.6	Jan-15
158	5	"42,199"	"38,109"	"4,090"	9.7	Feb-15
159	5	"41,868"	"38,100"	"3,768"	9	Mar-15
160	5	"41,773"	"38,300"	"3,473"	8.3	Apr-15
161	5	"41,577"	"38,194"	"3,383"	8.1	May-15
162	5	"42,327"	"38,645"	"3,682"	8.7	Jun-15
163	5	"43,060"	"39,191"	"3,869"	9	Jul-15
164	5	"42,375"	"38,614"	"3,761"	8.9	Aug-15
165	5	"42,119"	"38,535"	"3,584"	8.5	Sep-15
166	5	"42,441"	"38,949"	"3,492"	8.2	Oct-15
167	5	"42,468"	"38,999"	"3,469"	8.2	Nov-15
168	5	"42,368"	"39,076"	"3,292"	7.8	Dec-15
169	5	"42,457"	"38,958"	"3,499"	8.2	Jan-16
170	5	"42,695"	"39,274"	"3,421"	8	Feb-16
171	5	"42,581"	"39,381"	"3,200"	7.5	Mar-16
172	5	"42,473"	"39,624"	"2,849"	6.7	Apr-16
173	5	"42,188"	"39,373"	"2,815"	6.7	May-16
174	5	"42,901"	"39,584"	"3,317"	7.7	Jun-16
175	5	"43,253"	"39,852"	"3,401"	7.9	Jul-16
176	5	"42,605"	"39,218"	"3,387"	7.9	Aug-16
177	5	"42,464"	"39,277"	"3,187"	7.5	Sep-16
178	5	"42,886"	"39,755"	"3,131"	7.3	Oct-16
179	5	"42,889"	"39,840"	"3,049"	7.1	Nov-16
180	5	"42,631"	"39,755"	"2,876"	6.7	Dec-16
181	5	"42,956"	"39,988"	"2,968"	6.9	Jan-17
182	5	"43,205"	"40,159"	"3,046"	7.1	Feb-17
183	5	"42,916"	"40,099"	"2,817"	6.6	Mar-17
184	5	"43,054"	"40,301"	"2,753"	6.4	Apr-17
185	5	"43,339"	"40,534"	"2,805"	6.5	May-17
186	5	"43,908"	"40,590"	"3,318"	7.6	Jun-17
1	6	"38,403"	"35,683"	"2,720"	7.1	Jan-02
2	6	"38,762"	"35,953"	"2,809"	7.2	Feb-02
3	6	"38,628"	"36,068"	"2,560"	6.6	Mar-02
4	6	"38,600"	"36,271"	"2,329"	6	Apr-02
5	6	"38,385"	"35,888"	"2,497"	6.5	May-02
6	6	"39,202"	"36,310"	"2,891"	7.4	Jun-02
7	6	"39,864"	"37,089 "	"2,775"	7	Jul-02
8	6	"39,018"	"36,366 "	"2,652"	6.8	Aug-02
9	6	"38,435"	"35,997 "	"2,438"	6.3	Sep-02
10	6	"38,180"	"35,771"	"2,409"	6.3	Oct-02
11	6	"38,171"	"35,636"	"2,535"	6.6	Nov-02
12	6	"38,214"	"35,608"	"2,606"	6.8	Dec-02
13	6	"38,146"	"35,510"	"2,636"	6.9	Jan-03
14	6	"38,717"	"35,840"	"2,877"	7.4	Feb-03
15	6	"38,683"	"36,119"	"2,564"	6.6	Mar-03
16	6	"38,779"	"36,131"	"2,648"	6.8	Apr-03
17	6	"38,464"	"36,044"	"2,419"	6.3	May-03
18	6	"39,736"	"36,550"	"3,186"	8	Jun-03
19	6	"40,017"	"37,114 "	"2,903"	7.3	Jul-03
20	6	"39,384"	"36,315 "	"3,069"	7.8	Aug-03
21	6	"38,432"	"36,085 "	"2,347"	6.1	Sep-03
22	6	"39,056"	"36,260"	"2,796"	7.2	Oct-03
23	6	"38,761"	"36,070"	"2,691"	6.9	Nov-03
24	6	"38,262"	"35,738"	"2,524"	6.6	Dec-03
25	6	"38,622"	"35,859"	"2,763"	7.2	Jan-04
26	6	"39,099"	"36,325"	"2,774"	7.1	Feb-04
27	6	"39,231"	"36,222"	"3,009"	7.7	Mar-04
28	6	"39,044"	"36,339"	"2,705"	6.9	Apr-04
29	6	"38,812"	"36,031"	"2,780"	7.2	May-04
30	6	"39,641"	"36,520"	"3,121"	7.9	Jun-04
31	6	"40,427"	"37,022 "	"3,405"	8.4	Jul-04
32	6	"39,837"	"36,942 "	"2,895"	7.3	Aug-04
33	6	"39,491"	"36,630 "	"2,862"	7.2	Sep-04
34	6	"39,795"	"36,815"	"2,980"	7.5	Oct-04
35	6	"39,835"	"36,794"	"3,041"	7.6	Nov-04
36	6	"40,011"	"36,892"	"3,119"	7.8	Dec-04
37	6	"39,805"	"37,032"	"2,773"	7	Jan-05
38	6	"40,451"	"37,409"	"3,042"	7.5	Feb-05
39	6	"40,318"	"37,521"	"2,798"	6.9	Mar-05
40	6	"40,264"	"37,757"	"2,507"	6.2	Apr-05
41	6	"40,177"	"37,368"	"2,809"	7	May-05
42	6	"40,771"	"37,967"	"2,804"	6.9	Jun-05
43	6	"41,474"	"38,874 "	"2,601"	6.3	Jul-05
44	6	"40,962"	"38,474 "	"2,487"	6.1	Aug-05
45	6	"40,325"	"37,943 "	"2,381"	5.9	Sep-05
46	6	"40,298"	"37,924"	"2,374"	5.9	Oct-05
47	6	"40,160"	"37,751"	"2,409"	6	Nov-05
48	6	"40,276"	"37,894"	"2,382"	5.9	Dec-05
49	6	"40,011"	"37,747"	"2,264"	5.7	Jan-06
50	6	"40,383"	"38,053"	"2,331"	5.8	Feb-06
51	6	"40,260"	"38,000"	"2,261"	5.6	Mar-06
52	6	"40,063"	"37,901"	"2,162"	5.4	Apr-06
53	6	"40,434"	"38,093"	"2,341"	5.8	May-06
54	6	"41,406"	"38,972"	"2,434"	5.9	Jun-06
55	6	"41,941"	"39,307 "	"2,634"	6.3	Jul-06
56	6	"41,221"	"38,765 "	"2,456"	6	Aug-06
57	6	"40,664"	"38,334 "	"2,330"	5.7	Sep-06
58	6	"41,110"	"38,964"	"2,146"	5.2	Oct-06
59	6	"41,015"	"38,800"	"2,215"	5.4	Nov-06
60	6	"41,186"	"38,856"	"2,330"	5.7	Dec-06
61	6	"40,657"	"38,254"	"2,402"	5.9	Jan-07
62	6	"40,945"	"38,706"	"2,239"	5.5	Feb-07
63	6	"40,976"	"38,860"	"2,116"	5.2	Mar-07
64	6	"40,937"	"38,928"	"2,009"	4.9	Apr-07
65	6	"40,875"	"38,747"	"2,128"	5.2	May-07
66	6	"41,255"	"38,895"	"2,359"	5.7	Jun-07
67	6	"42,024"	"39,596 "	"2,429"	5.8	Jul-07
68	6	"41,415"	"39,157 "	"2,258"	5.5	Aug-07
69	6	"41,310"	"38,974 "	"2,336"	5.7	Sep-07
70	6	"41,419"	"39,262"	"2,157"	5.2	Oct-07
71	6	"41,693"	"39,415"	"2,278"	5.5	Nov-07
72	6	"41,534"	"39,272"	"2,262"	5.4	Dec-07
73	6	"41,625"	"39,033"	"2,592"	6.2	Jan-08
74	6	"41,675"	"39,432"	"2,243"	5.4	Feb-08
75	6	"42,043"	"39,549"	"2,494"	5.9	Mar-08
76	6	"41,842"	"39,779"	"2,062"	4.9	Apr-08
77	6	"42,071"	"39,497"	"2,574"	6.1	May-08
78	6	"42,556"	"39,787"	"2,769"	6.5	Jun-08
79	6	"43,511"	"40,534 "	"2,976"	6.8	Jul-08
80	6	"43,097"	"40,170 "	"2,928"	6.8	Aug-08
81	6	"42,502"	"39,567 "	"2,935"	6.9	Sep-08
82	6	"42,214"	"39,219"	"2,995"	7.1	Oct-08
83	6	"42,156"	"38,920"	"3,236"	7.7	Nov-08
84	6	"42,021"	"38,637"	"3,385"	8.1	Dec-08
85	6	"42,163"	"38,513"	"3,650"	8.7	Jan-09
86	6	"42,384"	"38,582"	"3,801"	9	Feb-09
87	6	"41,861"	"38,267"	"3,594"	8.6	Mar-09
88	6	"41,588"	"38,134"	"3,454"	8.3	Apr-09
89	6	"42,068"	"38,056"	"4,012"	9.5	May-09
90	6	"42,868"	"38,476"	"4,392"	10.2	Jun-09
91	6	"43,465"	"39,345 "	"4,120"	9.5	Jul-09
92	6	"42,723"	"38,418 "	"4,305"	10.1	Aug-09
93	6	"42,323"	"37,932 "	"4,391"	10.4	Sep-09
94	6	"42,549"	"38,013"	"4,536"	10.7	Oct-09
95	6	"42,639"	"38,286"	"4,353"	10.2	Nov-09
96	6	"42,672"	"38,233"	"4,439"	10.4	Dec-09
97	6	"47,956"	"44,374"	"3,582"	7.5	Jan-10
98	6	"48,115"	"44,627"	"3,488"	7.2	Feb-10
99	6	"48,323"	"44,944"	"3,379"	7	Mar-10
100	6	"48,703"	"45,602"	"3,101"	6.4	Apr-10
101	6	"48,987"	"45,786"	"3,201"	6.5	May-10
102	6	"49,772"	"46,292"	"3,480"	7	Jun-10
103	6	"50,272"	"46,787 "	"3,485"	6.9	Jul-10
104	6	"48,850"	"45,491 "	"3,359"	6.9	Aug-10
105	6	"48,674"	"45,328 "	"3,346"	6.9	Sep-10
106	6	"48,788"	"45,435"	"3,353"	6.9	Oct-10
107	6	"48,854"	"45,476"	"3,378"	6.9	Nov-10
108	6	"48,796"	"45,476"	"3,320"	6.8	Dec-10
109	6	"49,093"	"45,509"	"3,584"	7.3	Jan-11
110	6	"49,496"	"45,863"	"3,633"	7.3	Feb-11
111	6	"49,250"	"45,643"	"3,607"	7.3	Mar-11
112	6	"49,194"	"45,719"	"3,475"	7.1	Apr-11
113	6	"48,886"	"45,243"	"3,643"	7.5	May-11
114	6	"49,713"	"45,737"	"3,976"	8	Jun-11
115	6	"50,343"	"46,375 "	"3,968"	7.9	Jul-11
116	6	"49,474"	"45,658 "	"3,816"	7.7	Aug-11
117	6	"49,300"	"45,544 "	"3,756"	7.6	Sep-11
118	6	"49,258"	"45,585"	"3,673"	7.5	
119	6	"49,336"	"45,725"	"3,611"	7.3	Nov-11
120	6	"49,442"	"45,923"	"3,519"	7.1	Dec-11
121	6	"49,724"	"46,041"	"3,683"	7.4	Jan-12
122	6	"50,297"	"46,643"	"3,654"	7.3	Feb-12
123	6	"50,413"	"46,950"	"3,463"	6.9	Mar-12
124	6	"50,527"	"47,343"	"3,184"	6.3	Apr-12
125	6	"50,883"	"47,666"	"3,217"	6.3	May-12
126	6	"52,000"	"48,510"	"3,490"	6.7	Jun-12
127	6	"52,606"	"49,130 "	"3,476"	6.6	Jul-12
128	6	"51,992"	"48,563 "	"3,429"	6.6	Aug-12
129	6	"52,061"	"48,664 "	"3,397"	6.5	Sep-12
130	6	"52,679"	"49,311"	"3,368"	6.4	Oct-12
131	6	"52,826"	"49,483"	"3,343"	6.3	Nov-12
132	6	"52,794"	"49,469"	"3,325"	6.3	Dec-12
133	6	"53,667"	"49,267"	"4,400"	8.2	Jan-13
134	6	"53,922"	"49,603"	"4,319"	8	Feb-13
135	6	"53,695"	"49,515"	"4,180"	7.8	Mar-13
136	6	"53,701"	"49,759"	"3,942"	7.3	Apr-13
137	6	"53,340"	"49,505"	"3,835"	7.2	May-13
138	6	"53,852"	"49,807"	"4,045"	7.5	Jun-13
139	6	"54,036"	"50,237"	"3,799"	7	Jul-13
140	6	"53,129"	"49,279"	"3,850"	7.2	Aug-13
141	6	"52,959"	"49,108"	"3,851"	7.3	Sep-13
142	6	"53,310"	"49,280"	"4,030"	7.6	Oct-13
143	6	"53,262"	"49,709"	"3,553"	6.7	Nov-13
144	6	"53,105"	"49,758"	"3,347"	6.3	Dec-13
145	6	"52,866"	"49,366"	"3,500"	6.6	Jan-14
146	6	"53,221"	"49,647"	"3,574"	6.7	Feb-14
147	6	"53,054"	"49,646"	"3,408"	6.4	Mar-14
148	6	"52,910"	"49,951"	"2,959"	5.6	Apr-14
149	6	"53,135"	"50,015"	"3,120"	5.9	May-14
150	6	"54,117"	"50,686"	"3,431"	6.3	Jun-14
151	6	"54,700"	"51,206"	"3,494"	6.4	Jul-14
152	6	"54,112"	"50,485"	"3,627"	6.7	Aug-14
153	6	"54,246"	"50,792"	"3,454"	6.4	Sep-14
154	6	"54,811"	"51,327"	"3,484"	6.4	Oct-14
155	6	"54,699"	"51,354"	"3,345"	6.1	Nov-14
156	6	"54,605"	"51,278"	"3,327"	6.1	Dec-14
157	6	"54,946"	"51,323"	"3,623"	6.6	Jan-15
158	6	"55,138"	"51,622"	"3,516"	6.4	Feb-15
159	6	"54,940"	"51,610"	"3,330"	6.1	Mar-15
160	6	"54,955"	"51,881"	"3,074"	5.6	Apr-15
161	6	"54,837"	"51,738"	"3,099"	5.7	May-15
162	6	"55,717"	"52,349"	"3,368"	6	Jun-15
163	6	"56,381"	"53,088"	"3,293"	5.8	Jul-15
164	6	"55,561"	"52,307"	"3,254"	5.9	Aug-15
165	6	"55,337"	"52,200"	"3,137"	5.7	Sep-15
166	6	"55,865"	"52,761"	"3,104"	5.6	Oct-15
167	6	"55,854"	"52,828"	"3,026"	5.4	Nov-15
168	6	"55,802"	"52,933"	"2,869"	5.1	Dec-15
169	6	"55,862"	"52,773"	"3,089"	5.5	Jan-16
170	6	"56,250"	"53,200"	"3,050"	5.4	Feb-16
171	6	"56,067"	"53,346"	"2,721"	4.9	Mar-16
172	6	"56,110"	"53,675"	"2,435"	4.3	Apr-16
173	6	"55,790"	"53,334"	"2,456"	4.4	May-16
174	6	"56,498"	"53,620"	"2,878"	5.1	Jun-16
175	6	"56,859"	"53,984"	"2,875"	5.1	Jul-16
176	6	"56,015"	"53,125"	"2,890"	5.2	Aug-16
177	6	"56,032"	"53,204"	"2,828"	5	Sep-16
178	6	"56,557"	"53,853"	"2,704"	4.8	Oct-16
179	6	"56,564"	"53,968"	"2,596"	4.6	Nov-16
180	6	"56,424"	"53,852"	"2,572"	4.6	Dec-16
181	6	"57,207"	"54,168"	"3,039"	5.3	Jan-17
182	6	"57,709"	"54,400"	"3,309"	5.7	Feb-17
183	6	"57,411"	"54,319"	"3,092"	5.4	Mar-17
184	6	"57,533"	"54,591"	"2,942"	5.1	Apr-17
185	6	"57,930"	"54,907"	"3,023"	5.2	May-17
186	6	"58,292"	"54,983"	"3,309"	5.7	Jun-17
1	7	"30,923"	"27,234"	"3,689"	11.9	Jan-02
2	7	"31,249"	"27,440"	"3,810"	12.2	Feb-02
3	7	"31,000"	"27,527"	"3,473"	11.2	Mar-02
4	7	"30,841"	"27,682"	"3,159"	10.2	Apr-02
5	7	"30,777"	"27,390"	"3,387"	11	May-02
6	7	"31,634"	"27,712"	"3,922"	12.4	Jun-02
7	7	"32,071"	"28,307 "	"3,764"	11.7	Jul-02
8	7	"31,352"	"27,754 "	"3,598"	11.5	Aug-02
9	7	"30,780"	"27,473 "	"3,307"	10.7	Sep-02
10	7	"30,568"	"27,301"	"3,267"	10.7	Oct-02
11	7	"30,636"	"27,198"	"3,438"	11.2	Nov-02
12	7	"30,711"	"27,176"	"3,535"	11.5	Dec-02
13	7	"30,677"	"27,101"	"3,576"	11.7	Jan-03
14	7	"31,256"	"27,353"	"3,902"	12.5	Feb-03
15	7	"31,044"	"27,566"	"3,477"	11.2	Mar-03
16	7	"31,167"	"27,575"	"3,592"	11.5	Apr-03
17	7	"30,791"	"27,509"	"3,282"	10.7	May-03
18	7	"32,217"	"27,895"	"4,322"	13.4	Jun-03
19	7	"32,264"	"28,326 "	"3,938"	12.2	Jul-03
20	7	"31,879"	"27,716 "	"4,163"	13.1	Aug-03
21	7	"30,723"	"27,540 "	"3,183"	10.4	Sep-03
22	7	"31,466"	"27,674"	"3,792"	12.1	Oct-03
23	7	"31,179"	"27,529"	"3,650"	11.7	Nov-03
24	7	"30,699"	"27,276"	"3,424"	11.2	Dec-03
25	7	"31,115"	"27,368"	"3,748"	12	Jan-04
26	7	"31,487"	"27,724"	"3,763"	12	Feb-04
27	7	"31,726"	"27,645"	"4,081"	12.9	Mar-04
28	7	"31,404"	"27,734"	"3,670"	11.7	Apr-04
29	7	"31,271"	"27,499"	"3,771"	12.1	May-04
30	7	"32,106"	"27,873"	"4,233"	13.2	Jun-04
31	7	"32,874"	"28,255 "	"4,619"	14	Jul-04
32	7	"32,121"	"28,195 "	"3,927"	12.2	Aug-04
33	7	"31,838"	"27,956 "	"3,882"	12.2	Sep-04
34	7	"32,140"	"28,098"	"4,042"	12.6	Oct-04
35	7	"32,206"	"28,081"	"4,125"	12.8	Nov-04
36	7	"32,387"	"28,156"	"4,231"	13.1	Dec-04
37	7	"32,024"	"28,263"	"3,761"	11.7	Jan-05
38	7	"32,677"	"28,551"	"4,126"	12.6	Feb-05
39	7	"32,431"	"28,636"	"3,795"	11.7	Mar-05
40	7	"32,217"	"28,817"	"3,400"	10.6	Apr-05
41	7	"32,330"	"28,520"	"3,810"	11.8	May-05
42	7	"32,780"	"28,977"	"3,803"	11.6	Jun-05
43	7	"33,196"	"29,669 "	"3,528"	10.6	Jul-05
44	7	"32,738"	"29,364 "	"3,374"	10.3	Aug-05
45	7	"32,188"	"28,959 "	"3,230"	10	Sep-05
46	7	"32,164"	"28,944"	"3,220"	10	Oct-05
47	7	"32,080"	"28,812"	"3,267"	10.2	Nov-05
48	7	"32,152"	"28,921"	"3,230"	10	Dec-05
49	7	"31,880"	"28,809"	"3,071"	9.6	Jan-06
50	7	"32,203"	"29,042"	"3,161"	9.8	Feb-06
51	7	"32,068"	"29,002"	"3,066"	9.6	Mar-06
52	7	"31,859"	"28,927"	"2,932"	9.2	Apr-06
53	7	"32,248"	"29,073"	"3,176"	9.8	May-06
54	7	"33,046"	"29,744"	"3,302"	10	Jun-06
55	7	"33,572"	"30,000 "	"3,573"	10.6	Jul-06
56	7	"32,917"	"29,585 "	"3,331"	10.1	Aug-06
57	7	"32,417"	"29,257 "	"3,160"	9.7	Sep-06
58	7	"32,649"	"29,737"	"2,911"	8.9	Oct-06
59	7	"32,617"	"29,612"	"3,005"	9.2	Nov-06
60	7	"32,816"	"29,655"	"3,161"	9.6	Dec-06
61	7	"32,454"	"29,196"	"3,258"	10	Jan-07
62	7	"32,578"	"29,541"	"3,037"	9.3	Feb-07
63	7	"32,528"	"29,659"	"2,870"	8.8	Mar-07
64	7	"32,435"	"29,710"	"2,725"	8.4	Apr-07
65	7	"32,459"	"29,572"	"2,887"	8.9	May-07
66	7	"32,885"	"29,685"	"3,200"	9.7	Jun-07
67	7	"33,514"	"30,220 "	"3,294"	9.8	Jul-07
68	7	"32,948"	"29,885 "	"3,062"	9.3	Aug-07
69	7	"32,913"	"29,745 "	"3,168"	9.6	Sep-07
70	7	"32,891"	"29,965"	"2,926"	8.9	Oct-07
71	7	"33,172"	"30,082"	"3,090"	9.3	Nov-07
72	7	"33,041"	"29,973"	"3,069"	9.3	Dec-07
73	7	"33,306"	"29,790"	"3,516"	10.6	Jan-08
74	7	"33,137"	"30,095"	"3,042"	9.2	Feb-08
75	7	"33,567"	"30,184"	"3,383"	10.1	Mar-08
76	7	"33,157"	"30,360"	"2,797"	8.4	Apr-08
77	7	"33,636"	"30,145"	"3,491"	10.4	May-08
78	7	"34,121"	"30,366"	"3,755"	11	Jun-08
79	7	"34,973"	"30,936 "	"4,037"	11.5	Jul-08
80	7	"34,629"	"30,658 "	"3,971"	11.5	Aug-08
81	7	"34,179"	"30,198 "	"3,981"	11.6	Sep-08
82	7	"33,995"	"29,932"	"4,063"	12	Oct-08
83	7	"34,093"	"29,704"	"4,389"	12.9	Nov-08
84	7	"34,079"	"29,488"	"4,591"	13.5	Dec-08
85	7	"34,344"	"29,394"	"4,950"	14.4	Jan-09
86	7	"34,603"	"29,446"	"5,156"	14.9	Feb-09
87	7	"34,081"	"29,206"	"4,875"	14.3	Mar-09
88	7	"33,789"	"29,104"	"4,685"	13.9	Apr-09
89	7	"34,486"	"29,044"	"5,442"	15.8	May-09
90	7	"35,322"	"29,365"	"5,957"	16.9	Jun-09
91	7	"35,616"	"30,028 "	"5,588"	15.7	Jul-09
92	7	"35,161"	"29,321 "	"5,839"	16.6	Aug-09
93	7	"34,906"	"28,950 "	"5,956"	17.1	Sep-09
94	7	"35,164"	"29,012"	"6,152"	17.5	Oct-09
95	7	"35,124"	"29,220"	"5,904"	16.8	Nov-09
96	7	"35,200"	"29,180"	"6,021"	17.1	Dec-09
97	7	"32,768"	"26,231"	"6,537"	19.9	Jan-10
98	7	"32,747"	"26,380"	"6,367"	19.4	Feb-10
99	7	"32,736"	"26,568"	"6,168"	18.8	Mar-10
100	7	"32,617"	"26,957"	"5,660"	17.4	Apr-10
101	7	"32,909"	"27,066"	"5,843"	17.8	May-10
102	7	"33,716"	"27,364"	"6,352"	18.8	Jun-10
103	7	"34,018"	"27,657 "	"6,361"	18.7	Jul-10
104	7	"33,021"	"26,891 "	"6,130"	18.6	Aug-10
105	7	"32,902"	"26,795 "	"6,107"	18.6	Sep-10
106	7	"32,977"	"26,858"	"6,119"	18.6	Oct-10
107	7	"33,047"	"26,882"	"6,165"	18.7	Nov-10
108	7	"32,942"	"26,882"	"6,060"	18.4	Dec-10
109	7	"33,442"	"26,901"	"6,541"	19.6	Jan-11
110	7	"33,741"	"27,110"	"6,631"	19.7	Feb-11
111	7	"33,564"	"26,980"	"6,584"	19.6	Mar-11
112	7	"33,368"	"27,025"	"6,343"	19	Apr-11
113	7	"33,394"	"26,744"	"6,650"	19.9	May-11
114	7	"34,293"	"27,035"	"7,258"	21.2	Jun-11
115	7	"34,655"	"27,413 "	"7,242"	20.9	Jul-11
116	7	"33,955"	"26,989 "	"6,966"	20.5	Aug-11
117	7	"33,778"	"26,922 "	"6,856"	20.3	Sep-11
118	7	"33,649"	"26,946"	"6,703"	19.9	
119	7	"33,620"	"27,029"	"6,591"	19.6	Nov-11
120	7	"33,569"	"27,146"	"6,423"	19.1	Dec-11
121	7	"33,937"	"27,216"	"6,721"	19.8	Jan-12
122	7	"34,241"	"27,572"	"6,669"	19.5	Feb-12
123	7	"34,075"	"27,754"	"6,321"	18.6	Mar-12
124	7	"33,798"	"27,986"	"5,812"	17.2	Apr-12
125	7	"34,048"	"28,177"	"5,871"	17.2	May-12
126	7	"35,046"	"28,676"	"6,370"	18.2	Jun-12
127	7	"35,386"	"29,042 "	"6,344"	17.9	Jul-12
128	7	"34,965"	"28,707 "	"6,258"	17.9	Aug-12
129	7	"34,967"	"28,766 "	"6,201"	17.7	Sep-12
130	7	"35,297"	"29,149"	"6,148"	17.4	Oct-12
131	7	"35,353"	"29,251"	"6,102"	17.3	Nov-12
132	7	"35,312"	"29,243"	"6,069"	17.2	Dec-12
133	7	"34,126"	"29,123"	"5,003"	14.7	Jan-13
134	7	"34,397"	"29,321"	"5,076"	14.8	Feb-13
135	7	"34,166"	"29,269"	"4,897"	14.3	Mar-13
136	7	"34,000"	"29,414"	"4,586"	13.5	Apr-13
137	7	"33,826"	"29,263"	"4,563"	13.5	May-13
138	7	"34,363"	"29,442"	"4,921"	14.3	Jun-13
139	7	"34,908"	"29,696"	"5,212"	14.9	Jul-13
140	7	"34,340"	"29,130"	"5,210"	15.2	Aug-13
141	7	"34,001"	"29,029"	"4,972"	14.6	Sep-13
142	7	"34,145"	"29,130"	"5,015"	14.7	Oct-13
143	7	"34,190"	"29,384"	"4,806"	14.1	Nov-13
144	7	"34,065"	"29,413"	"4,652"	13.7	Dec-13
145	7	"33,958"	"29,181"	"4,777"	14.1	Jan-14
146	7	"34,088"	"29,347"	"4,741"	13.9	Feb-14
147	7	"33,922"	"29,347"	"4,575"	13.5	Mar-14
148	7	"33,855"	"29,527"	"4,328"	12.8	Apr-14
149	7	"33,814"	"29,565"	"4,249"	12.6	May-14
150	7	"34,707"	"29,961"	"4,746"	13.7	Jun-14
151	7	"35,388"	"30,269"	"5,119"	14.5	Jul-14
152	7	"34,764"	"29,842"	"4,922"	14.2	Aug-14
153	7	"34,831"	"30,024"	"4,807"	13.8	Sep-14
154	7	"35,107"	"30,340"	"4,767"	13.6	Oct-14
155	7	"35,151"	"30,356"	"4,795"	13.6	Nov-14
156	7	"34,806"	"30,311"	"4,495"	12.9	Dec-14
157	7	"34,853"	"30,338"	"4,515"	13	Jan-15
158	7	"34,945"	"30,514"	"4,431"	12.7	Feb-15
159	7	"34,556"	"30,508"	"4,048"	11.7	Mar-15
160	7	"34,527"	"30,668"	"3,859"	11.2	Apr-15
161	7	"34,344"	"30,583"	"3,761"	11	May-15
162	7	"35,163"	"30,944"	"4,219"	12	Jun-15
163	7	"35,892"	"31,381"	"4,511"	12.6	Jul-15
164	7	"35,215"	"30,920"	"4,295"	12.2	Aug-15
165	7	"34,943"	"30,856"	"4,087"	11.7	Sep-15
166	7	"35,305"	"31,188"	"4,117"	11.7	Oct-15
167	7	"35,298"	"31,228"	"4,070"	11.5	Nov-15
168	7	"35,119"	"31,289"	"3,830"	10.9	Dec-15
169	7	"35,151"	"31,195"	"3,956"	11.3	Jan-16
170	7	"35,398"	"31,447"	"3,951"	11.2	Feb-16
171	7	"35,252"	"31,534"	"3,718"	10.5	Mar-16
172	7	"35,161"	"31,728"	"3,433"	9.8	Apr-16
173	7	"34,970"	"31,527"	"3,443"	9.8	May-16
174	7	"35,557"	"31,696"	"3,861"	10.9	Jun-16
175	7	"36,022"	"31,911"	"4,111"	11.4	Jul-16
176	7	"35,302"	"31,403"	"3,899"	11	Aug-16
177	7	"35,207"	"31,450"	"3,757"	10.7	Sep-16
178	7	"35,604"	"31,833"	"3,771"	10.6	Oct-16
179	7	"35,470"	"31,901"	"3,569"	10.1	Nov-16
180	7	"35,245"	"31,832"	"3,413"	9.7	Dec-16
181	7	"35,584"	"32,019"	"3,565"	10	Jan-17
182	7	"35,616"	"32,157"	"3,459"	9.7	Feb-17
183	7	"35,367"	"32,108"	"3,259"	9.2	Mar-17
184	7	"35,479"	"32,270"	"3,209"	9	Apr-17
185	7	"35,704"	"32,456"	"3,248"	9.1	May-17
186	7	"36,395"	"32,501"	"3,894"	10.7	Jun-17
1	8	"26,166"	"21,396"	"4,770"	18.2	Jan-02
2	8	"26,483"	"21,557"	"4,925"	18.6	Feb-02
3	8	"26,116"	"21,626"	"4,490"	17.2	Mar-02
4	8	"25,832"	"21,748"	"4,084"	15.8	Apr-02
5	8	"25,897"	"21,518"	"4,379"	16.9	May-02
6	8	"26,842"	"21,772"	"5,070"	18.9	Jun-02
7	8	"27,105"	"22,239 "	"4,866"	18	Jul-02
8	8	"26,456"	"21,805 "	"4,651"	17.6	Aug-02
9	8	"25,859"	"21,584 "	"4,275"	16.5	Sep-02
10	8	"25,672"	"21,448"	"4,224"	16.5	Oct-02
11	8	"25,812"	"21,367"	"4,445"	17.2	Nov-02
12	8	"25,920"	"21,350"	"4,570"	17.6	Dec-02
13	8	"25,914"	"21,291"	"4,623"	17.8	Jan-03
14	8	"26,535"	"21,490"	"5,045"	19	Feb-03
15	8	"26,153"	"21,657"	"4,496"	17.2	Mar-03
16	8	"26,308"	"21,664"	"4,644"	17.7	Apr-03
17	8	"25,855"	"21,612"	"4,243"	16.4	May-03
18	8	"27,502"	"21,915"	"5,587"	20.3	Jun-03
19	8	"27,345"	"22,253 "	"5,091"	18.6	Jul-03
20	8	"27,156"	"21,774 "	"5,382"	19.8	Aug-03
21	8	"25,752"	"21,636 "	"4,115"	16	Sep-03
22	8	"26,644"	"21,742"	"4,903"	18.4	Oct-03
23	8	"26,346"	"21,627"	"4,719"	17.9	Nov-03
